identity_line_item_id,bill_billing_period_start_date,line_item_usage_account_id,product_product_name,line_item_usage_type,pricing_public_on_demand_cost,line_item_usage_start_date,line_item_usage_end_date
li-6210900,2025-07-01,478674514563,AmazonEC2,BoxUsage:m6i.xlarge,9.602,2025-07-04T13:00Z,2025-07-04T14:00Z
li-6469550,2025-07-01,653492485617,AmazonS3,BoxUsage:m6i.xlarge,1.475,2025-07-07T06:00Z,2025-07-07T07:00Z
li-6786508,2025-07-01,728752218120,AmazonS3,BoxUsage:m6i.xlarge,8.970,2025-07-08T05:00Z,2025-07-08T06:00Z
li-2554247,2025-06-01,985056335860,AmazonEC2,TimedStorage-S3,9.920,2025-06-21T16:00Z,2025-06-21T17:00Z
li-5735455,2025-07-01,858340708373,AmazonEC2,InstanceUsage:rds.t3.medium,2.338,2025-07-02T19:00Z,2025-07-02T20:00Z
li-5549597,2025-07-01,851260726639,AmazonEC2,BoxUsage:m6i.xlarge,2.054,2025-07-11T18:00Z,2025-07-11T19:00Z
li-1345396,2025-07-01,713356645597,AmazonRDS,InstanceUsage:rds.t3.medium,9.149,2025-07-03T05:00Z,2025-07-03T06:00Z
li-4844851,2025-06-01,662341335124,AmazonS3,BoxUsage:m6i.xlarge,4.773,2025-06-28T04:00Z,2025-06-28T05:00Z
li-8575257,2025-06-01,864205053179,AmazonEC2,InstanceUsage:rds.t3.medium,0.674,2025-06-26T02:00Z,2025-06-26T03:00Z
li-3363103,2025-07-01,646428527404,AmazonRDS,TimedStorage-S3,8.864,2025-07-12T11:00Z,2025-07-12T12:00Z
li-1542383,2025-06-01,747813252967,AmazonS3,TimedStorage-S3,1.500,2025-06-24T06:00Z,2025-06-24T07:00Z
li-1020543,2025-06-01,544991969340,AmazonRDS,InstanceUsage:rds.t3.medium,8.292,2025-06-19T10:00Z,2025-06-19T11:00Z
li-1317066,2025-06-01,576586738471,AmazonEC2,BoxUsage:m6i.xlarge,5.741,2025-06-25T06:00Z,2025-06-25T07:00Z
li-4415231,2025-07-01,695692638746,AmazonRDS,TimedStorage-S3,3.718,2025-07-06T16:00Z,2025-07-06T17:00Z
li-4163576,2025-06-01,359129495507,AmazonEC2,TimedStorage-S3,4.921,2025-06-20T18:00Z,2025-06-20T19:00Z
li-6463983,2025-07-01,762905248316,AmazonRDS,TimedStorage-S3,9.185,2025-07-08T12:00Z,2025-07-08T13:00Z
li-8587419,2025-07-01,179475821399,AmazonRDS,BoxUsage:m6i.xlarge,6.695,2025-07-10T12:00Z,2025-07-10T13:00Z
li-7054295,2025-07-01,661803078190,AmazonEC2,InstanceUsage:rds.t3.medium,6.634,2025-07-03T22:00Z,2025-07-03T23:00Z
li-1043504,2025-06-01,556687050496,AmazonRDS,InstanceUsage:rds.t3.medium,4.628,2025-06-20T18:00Z,2025-06-20T19:00Z
li-7596741,2025-06-01,705602347778,AmazonRDS,TimedStorage-S3,8.957,2025-06-18T04:00Z,2025-06-18T05:00Z
li-7516964,2025-06-01,278460266791,AmazonEC2,TimedStorage-S3,3.100,2025-06-28T05:00Z,2025-06-28T06:00Z
li-5877658,2025-06-01,109702692503,AmazonRDS,BoxUsage:m6i.xlarge,2.194,2025-06-29T22:00Z,2025-06-29T23:00Z
li-6766668,2025-07-01,693239654358,AmazonRDS,BoxUsage:m6i.xlarge,7.920,2025-07-05T12:00Z,2025-07-05T13:00Z
li-6156655,2025-07-01,556375973283,AmazonEC2,TimedStorage-S3,8.818,2025-07-14T02:00Z,2025-07-14T03:00Z
li-8960008,2025-06-01,576114822403,AmazonS3,TimedStorage-S3,1.700,2025-06-28T15:00Z,2025-06-28T16:00Z
li-8156890,2025-06-01,772767218745,AmazonRDS,TimedStorage-S3,1.691,2025-06-30T18:00Z,2025-06-30T19:00Z
li-5911590,2025-07-01,772830981718,AmazonRDS,InstanceUsage:rds.t3.medium,1.447,2025-07-10T16:00Z,2025-07-10T17:00Z
li-9300191,2025-07-01,284158697660,AmazonS3,InstanceUsage:rds.t3.medium,1.166,2025-07-01T21:00Z,2025-07-01T22:00Z
li-7870564,2025-06-01,926815072300,AmazonS3,InstanceUsage:rds.t3.medium,5.699,2025-06-26T12:00Z,2025-06-26T13:00Z
li-1384828,2025-06-01,298741637833,AmazonS3,InstanceUsage:rds.t3.medium,4.279,2025-06-22T20:00Z,2025-06-22T21:00Z
li-1501983,2025-06-01,222191794780,AmazonRDS,TimedStorage-S3,3.095,2025-06-27T16:00Z,2025-06-27T17:00Z
li-2503821,2025-06-01,409456408416,AmazonRDS,InstanceUsage:rds.t3.medium,1.172,2025-06-25T04:00Z,2025-06-25T05:00Z
li-3833922,2025-07-01,762655224906,AmazonEC2,TimedStorage-S3,8.923,2025-07-09T10:00Z,2025-07-09T11:00Z
li-7460629,2025-07-01,790705903706,AmazonS3,BoxUsage:m6i.xlarge,3.451,2025-07-07T11:00Z,2025-07-07T12:00Z
li-3170802,2025-06-01,700997831434,AmazonRDS,BoxUsage:m6i.xlarge,0.128,2025-06-29T01:00Z,2025-06-29T02:00Z
li-3171904,2025-07-01,441383022681,AmazonRDS,TimedStorage-S3,2.441,2025-07-01T15:00Z,2025-07-01T16:00Z
li-7730608,2025-07-01,593761803705,AmazonRDS,BoxUsage:m6i.xlarge,9.652,2025-07-03T14:00Z,2025-07-03T15:00Z
li-9435479,2025-07-01,187876314477,AmazonEC2,TimedStorage-S3,8.756,2025-07-13T13:00Z,2025-07-13T14:00Z
li-6597645,2025-07-01,969619764159,AmazonEC2,BoxUsage:m6i.xlarge,5.274,2025-07-02T09:00Z,2025-07-02T10:00Z
li-3128442,2025-06-01,955541813360,AmazonEC2,TimedStorage-S3,9.999,2025-06-20T06:00Z,2025-06-20T07:00Z
li-9734930,2025-06-01,171710227423,AmazonS3,TimedStorage-S3,9.656,2025-06-24T17:00Z,2025-06-24T18:00Z
li-3041022,2025-07-01,115359939869,AmazonEC2,InstanceUsage:rds.t3.medium,5.303,2025-07-03T00:00Z,2025-07-03T01:00Z
li-8443138,2025-07-01,983915143167,AmazonRDS,BoxUsage:m6i.xlarge,7.096,2025-07-02T06:00Z,2025-07-02T07:00Z
li-6517410,2025-07-01,676067968897,AmazonRDS,TimedStorage-S3,7.453,2025-07-13T21:00Z,2025-07-13T22:00Z
li-6743106,2025-07-01,383077510241,AmazonEC2,TimedStorage-S3,9.462,2025-07-06T02:00Z,2025-07-06T03:00Z
li-5652815,2025-06-01,370367815244,AmazonS3,TimedStorage-S3,9.913,2025-06-19T11:00Z,2025-06-19T12:00Z
li-3550626,2025-06-01,463274199979,AmazonRDS,BoxUsage:m6i.xlarge,1.081,2025-06-26T02:00Z,2025-06-26T03:00Z
li-9054013,2025-07-01,525225585151,AmazonRDS,BoxUsage:m6i.xlarge,8.304,2025-07-15T00:00Z,2025-07-15T01:00Z
li-8341742,2025-07-01,383163528228,AmazonRDS,BoxUsage:m6i.xlarge,0.762,2025-07-17T01:00Z,2025-07-17T02:00Z
li-1395089,2025-07-01,702287508158,AmazonRDS,BoxUsage:m6i.xlarge,0.851,2025-07-04T04:00Z,2025-07-04T05:00Z
li-5906644,2025-06-01,286689468621,AmazonRDS,BoxUsage:m6i.xlarge,0.334,2025-06-18T15:00Z,2025-06-18T16:00Z
li-2165304,2025-06-01,452909108399,AmazonRDS,TimedStorage-S3,1.920,2025-06-25T14:00Z,2025-06-25T15:00Z
li-7710647,2025-07-01,704737248314,AmazonS3,TimedStorage-S3,2.045,2025-07-10T11:00Z,2025-07-10T12:00Z
li-3761385,2025-07-01,162991640086,AmazonRDS,BoxUsage:m6i.xlarge,9.183,2025-07-02T21:00Z,2025-07-02T22:00Z
li-8111838,2025-07-01,254974113686,AmazonS3,BoxUsage:m6i.xlarge,2.634,2025-07-12T17:00Z,2025-07-12T18:00Z
li-7102078,2025-06-01,706816606791,AmazonRDS,BoxUsage:m6i.xlarge,0.324,2025-06-19T17:00Z,2025-06-19T18:00Z
li-4548948,2025-07-01,742252056316,AmazonRDS,InstanceUsage:rds.t3.medium,4.870,2025-07-05T18:00Z,2025-07-05T19:00Z
li-3643415,2025-06-01,416128695640,AmazonRDS,BoxUsage:m6i.xlarge,9.077,2025-06-22T17:00Z,2025-06-22T18:00Z
li-5027558,2025-07-01,485628442774,AmazonS3,TimedStorage-S3,3.344,2025-07-10T11:00Z,2025-07-10T12:00Z
li-4976849,2025-07-01,734812782710,AmazonEC2,InstanceUsage:rds.t3.medium,3.986,2025-07-05T09:00Z,2025-07-05T10:00Z
li-3613121,2025-07-01,515952508969,AmazonEC2,InstanceUsage:rds.t3.medium,0.102,2025-07-17T04:00Z,2025-07-17T05:00Z
li-6886558,2025-07-01,931170644802,AmazonRDS,InstanceUsage:rds.t3.medium,1.920,2025-07-08T09:00Z,2025-07-08T10:00Z
li-8308886,2025-07-01,495154398220,AmazonS3,TimedStorage-S3,4.934,2025-07-15T18:00Z,2025-07-15T19:00Z
li-5318891,2025-06-01,668398910756,AmazonRDS,BoxUsage:m6i.xlarge,2.929,2025-06-26T01:00Z,2025-06-26T02:00Z
li-2657184,2025-07-01,119035895182,AmazonS3,TimedStorage-S3,9.047,2025-07-05T03:00Z,2025-07-05T04:00Z
li-9487174,2025-07-01,438753539842,AmazonS3,TimedStorage-S3,6.759,2025-07-17T19:00Z,2025-07-17T20:00Z
li-8889651,2025-07-01,303924512781,AmazonRDS,BoxUsage:m6i.xlarge,7.509,2025-07-13T22:00Z,2025-07-13T23:00Z
li-9862470,2025-07-01,880689449884,AmazonEC2,BoxUsage:m6i.xlarge,9.863,2025-07-02T22:00Z,2025-07-02T23:00Z
li-7161315,2025-07-01,382535331374,AmazonRDS,BoxUsage:m6i.xlarge,6.764,2025-07-06T03:00Z,2025-07-06T04:00Z
li-5978865,2025-07-01,407491710454,AmazonEC2,TimedStorage-S3,1.936,2025-07-01T09:00Z,2025-07-01T10:00Z
li-9067877,2025-07-01,503350765979,AmazonS3,TimedStorage-S3,8.795,2025-07-12T21:00Z,2025-07-12T22:00Z
li-9233325,2025-07-01,581108027880,AmazonS3,TimedStorage-S3,9.141,2025-07-14T20:00Z,2025-07-14T21:00Z
li-9730908,2025-06-01,258345453817,AmazonEC2,InstanceUsage:rds.t3.medium,8.163,2025-06-30T21:00Z,2025-06-30T22:00Z
li-2891258,2025-07-01,654604690365,AmazonRDS,BoxUsage:m6i.xlarge,1.025,2025-07-06T01:00Z,2025-07-06T02:00Z
li-4148327,2025-07-01,192846066378,AmazonRDS,InstanceUsage:rds.t3.medium,4.600,2025-07-05T02:00Z,2025-07-05T03:00Z
li-7804197,2025-07-01,653767297759,AmazonEC2,InstanceUsage:rds.t3.medium,7.249,2025-07-07T08:00Z,2025-07-07T09:00Z
li-7107812,2025-07-01,858793713225,AmazonRDS,InstanceUsage:rds.t3.medium,8.371,2025-07-05T03:00Z,2025-07-05T04:00Z
li-4951897,2025-07-01,347018564369,AmazonRDS,TimedStorage-S3,9.054,2025-07-11T02:00Z,2025-07-11T03:00Z
li-9005332,2025-06-01,676067886487,AmazonS3,TimedStorage-S3,4.778,2025-06-30T00:00Z,2025-06-30T01:00Z
li-7297086,2025-07-01,977591475589,AmazonRDS,InstanceUsage:rds.t3.medium,1.243,2025-07-07T20:00Z,2025-07-07T21:00Z
li-3571419,2025-06-01,183073908534,AmazonS3,BoxUsage:m6i.xlarge,4.577,2025-06-27T07:00Z,2025-06-27T08:00Z
li-5758067,2025-07-01,359979311565,AmazonEC2,TimedStorage-S3,0.487,2025-07-10T02:00Z,2025-07-10T03:00Z
li-5300286,2025-07-01,253482833137,AmazonEC2,InstanceUsage:rds.t3.medium,4.673,2025-07-05T03:00Z,2025-07-05T04:00Z
li-3358087,2025-06-01,407451958866,AmazonEC2,TimedStorage-S3,0.371,2025-06-19T20:00Z,2025-06-19T21:00Z
li-9125661,2025-06-01,355293045277,AmazonEC2,BoxUsage:m6i.xlarge,1.285,2025-06-26T06:00Z,2025-06-26T07:00Z
li-7891288,2025-06-01,122260793922,AmazonRDS,InstanceUsage:rds.t3.medium,7.363,2025-06-21T02:00Z,2025-06-21T03:00Z
li-1992455,2025-07-01,857229585027,AmazonS3,TimedStorage-S3,5.720,2025-07-04T11:00Z,2025-07-04T12:00Z
li-5274966,2025-07-01,533827548392,AmazonS3,InstanceUsage:rds.t3.medium,6.262,2025-07-16T19:00Z,2025-07-16T20:00Z
li-9296418,2025-06-01,280874550573,AmazonRDS,TimedStorage-S3,4.193,2025-06-19T22:00Z,2025-06-19T23:00Z
li-8715327,2025-06-01,798153689604,AmazonRDS,TimedStorage-S3,6.186,2025-06-27T08:00Z,2025-06-27T09:00Z
li-5040331,2025-06-01,838807398908,AmazonEC2,InstanceUsage:rds.t3.medium,0.973,2025-06-27T10:00Z,2025-06-27T11:00Z
li-4627899,2025-07-01,143488040650,AmazonS3,TimedStorage-S3,0.180,2025-07-07T08:00Z,2025-07-07T09:00Z
li-7502757,2025-07-01,433225831290,AmazonRDS,BoxUsage:m6i.xlarge,6.749,2025-07-01T15:00Z,2025-07-01T16:00Z
li-7556891,2025-06-01,114979928672,AmazonRDS,BoxUsage:m6i.xlarge,0.039,2025-06-24T15:00Z,2025-06-24T16:00Z
li-5603624,2025-06-01,898154236147,AmazonRDS,TimedStorage-S3,9.063,2025-06-24T14:00Z,2025-06-24T15:00Z
li-4289623,2025-06-01,862137884969,AmazonS3,InstanceUsage:rds.t3.medium,6.560,2025-06-27T08:00Z,2025-06-27T09:00Z
li-2805382,2025-07-01,724667924858,AmazonRDS,InstanceUsage:rds.t3.medium,5.353,2025-07-08T00:00Z,2025-07-08T01:00Z
li-4209326,2025-07-01,119381740141,AmazonRDS,InstanceUsage:rds.t3.medium,4.877,2025-07-15T11:00Z,2025-07-15T12:00Z
li-5255543,2025-07-01,973898276338,AmazonEC2,BoxUsage:m6i.xlarge,3.443,2025-07-04T10:00Z,2025-07-04T11:00Z
li-9798245,2025-07-01,493887056797,AmazonS3,InstanceUsage:rds.t3.medium,7.601,2025-07-15T20:00Z,2025-07-15T21:00Z
li-1890220,2025-07-01,829217854118,AmazonS3,TimedStorage-S3,0.023,2025-07-14T22:00Z,2025-07-14T23:00Z
li-5870613,2025-07-01,981911551432,AmazonEC2,TimedStorage-S3,8.650,2025-07-07T06:00Z,2025-07-07T07:00Z
li-7521805,2025-06-01,283185100707,AmazonRDS,TimedStorage-S3,5.698,2025-06-24T20:00Z,2025-06-24T21:00Z
li-8555278,2025-07-01,484353594656,AmazonRDS,InstanceUsage:rds.t3.medium,9.439,2025-07-17T08:00Z,2025-07-17T09:00Z
li-1450912,2025-06-01,921414324046,AmazonEC2,TimedStorage-S3,2.698,2025-06-29T19:00Z,2025-06-29T20:00Z
li-1226136,2025-07-01,881581477728,AmazonEC2,TimedStorage-S3,9.403,2025-07-03T04:00Z,2025-07-03T05:00Z
li-1002280,2025-06-01,961145261876,AmazonEC2,InstanceUsage:rds.t3.medium,2.915,2025-06-22T09:00Z,2025-06-22T10:00Z
li-1712936,2025-07-01,477361913791,AmazonS3,TimedStorage-S3,5.648,2025-07-14T04:00Z,2025-07-14T05:00Z
li-4194675,2025-06-01,278009405953,AmazonEC2,InstanceUsage:rds.t3.medium,4.124,2025-06-20T15:00Z,2025-06-20T16:00Z
li-7103656,2025-07-01,918971809362,AmazonS3,TimedStorage-S3,1.941,2025-07-11T15:00Z,2025-07-11T16:00Z
li-5291773,2025-07-01,860096526976,AmazonRDS,TimedStorage-S3,7.902,2025-07-10T20:00Z,2025-07-10T21:00Z
li-3304920,2025-06-01,805003377322,AmazonS3,BoxUsage:m6i.xlarge,2.976,2025-06-18T05:00Z,2025-06-18T06:00Z
li-6945506,2025-06-01,581474573818,AmazonRDS,BoxUsage:m6i.xlarge,4.915,2025-06-27T01:00Z,2025-06-27T02:00Z
li-4690855,2025-06-01,706542431110,AmazonRDS,InstanceUsage:rds.t3.medium,6.317,2025-06-22T03:00Z,2025-06-22T04:00Z
li-8128854,2025-06-01,217514367599,AmazonRDS,TimedStorage-S3,3.380,2025-06-25T05:00Z,2025-06-25T06:00Z
li-3603391,2025-07-01,163488723128,AmazonEC2,BoxUsage:m6i.xlarge,1.076,2025-07-11T20:00Z,2025-07-11T21:00Z
li-5703767,2025-07-01,529815463965,AmazonS3,InstanceUsage:rds.t3.medium,1.899,2025-07-04T10:00Z,2025-07-04T11:00Z
li-4751157,2025-06-01,839767107918,AmazonS3,TimedStorage-S3,4.026,2025-06-29T00:00Z,2025-06-29T01:00Z
li-4730352,2025-07-01,745511990042,AmazonRDS,BoxUsage:m6i.xlarge,5.548,2025-07-09T18:00Z,2025-07-09T19:00Z
li-8960891,2025-06-01,409570302376,AmazonRDS,InstanceUsage:rds.t3.medium,1.782,2025-06-30T08:00Z,2025-06-30T09:00Z
li-6378039,2025-07-01,291038991704,AmazonEC2,InstanceUsage:rds.t3.medium,2.908,2025-07-05T04:00Z,2025-07-05T05:00Z
li-2312391,2025-07-01,686761838043,AmazonRDS,TimedStorage-S3,3.596,2025-07-02T13:00Z,2025-07-02T14:00Z
li-2288713,2025-07-01,833864058106,AmazonRDS,BoxUsage:m6i.xlarge,2.243,2025-07-02T18:00Z,2025-07-02T19:00Z
li-6681223,2025-06-01,447304417915,AmazonEC2,TimedStorage-S3,9.929,2025-06-18T10:00Z,2025-06-18T11:00Z
li-6878470,2025-07-01,228452569247,AmazonEC2,InstanceUsage:rds.t3.medium,8.899,2025-07-11T03:00Z,2025-07-11T04:00Z
li-2433376,2025-06-01,666276929605,AmazonS3,TimedStorage-S3,6.050,2025-06-29T13:00Z,2025-06-29T14:00Z
li-5568986,2025-06-01,523227301738,AmazonRDS,InstanceUsage:rds.t3.medium,1.638,2025-06-30T22:00Z,2025-06-30T23:00Z
li-1053511,2025-06-01,494186932161,AmazonRDS,InstanceUsage:rds.t3.medium,2.865,2025-06-29T20:00Z,2025-06-29T21:00Z
li-5693043,2025-06-01,412027542083,AmazonEC2,TimedStorage-S3,7.554,2025-06-18T05:00Z,2025-06-18T06:00Z
li-8741480,2025-06-01,369372809448,AmazonS3,InstanceUsage:rds.t3.medium,9.106,2025-06-20T11:00Z,2025-06-20T12:00Z
li-8518506,2025-07-01,409553359532,AmazonS3,InstanceUsage:rds.t3.medium,3.283,2025-07-17T17:00Z,2025-07-17T18:00Z
li-8517671,2025-07-01,536470868161,AmazonEC2,BoxUsage:m6i.xlarge,1.701,2025-07-08T20:00Z,2025-07-08T21:00Z
li-2420423,2025-06-01,765732388976,AmazonEC2,BoxUsage:m6i.xlarge,3.693,2025-06-23T03:00Z,2025-06-23T04:00Z
li-8171746,2025-06-01,878013353750,AmazonS3,InstanceUsage:rds.t3.medium,1.982,2025-06-22T15:00Z,2025-06-22T16:00Z
li-2433605,2025-07-01,315141796033,AmazonRDS,TimedStorage-S3,4.623,2025-07-05T04:00Z,2025-07-05T05:00Z
li-9886743,2025-07-01,893865098131,AmazonRDS,InstanceUsage:rds.t3.medium,4.697,2025-07-15T16:00Z,2025-07-15T17:00Z
li-9793860,2025-06-01,686607242689,AmazonRDS,TimedStorage-S3,0.325,2025-06-29T13:00Z,2025-06-29T14:00Z
li-5936314,2025-06-01,316499093635,AmazonS3,TimedStorage-S3,8.148,2025-06-23T04:00Z,2025-06-23T05:00Z
li-7655938,2025-06-01,779822062815,AmazonRDS,TimedStorage-S3,2.378,2025-06-19T16:00Z,2025-06-19T17:00Z
li-5799689,2025-07-01,772299583161,AmazonEC2,TimedStorage-S3,0.956,2025-07-08T04:00Z,2025-07-08T05:00Z
li-9413122,2025-07-01,149054091066,AmazonRDS,TimedStorage-S3,2.095,2025-07-13T09:00Z,2025-07-13T10:00Z
li-6725947,2025-07-01,756646034369,AmazonEC2,TimedStorage-S3,7.909,2025-07-13T17:00Z,2025-07-13T18:00Z
li-6903931,2025-07-01,644974773787,AmazonRDS,TimedStorage-S3,2.072,2025-07-11T15:00Z,2025-07-11T16:00Z
li-2347420,2025-07-01,580634586514,AmazonRDS,InstanceUsage:rds.t3.medium,2.823,2025-07-07T06:00Z,2025-07-07T07:00Z
li-5581654,2025-07-01,372313018782,AmazonS3,BoxUsage:m6i.xlarge,9.592,2025-07-14T10:00Z,2025-07-14T11:00Z
li-8695759,2025-07-01,692435690269,AmazonRDS,TimedStorage-S3,8.408,2025-07-10T17:00Z,2025-07-10T18:00Z
li-9505005,2025-06-01,905414006410,AmazonEC2,InstanceUsage:rds.t3.medium,3.071,2025-06-21T22:00Z,2025-06-21T23:00Z
li-8445470,2025-07-01,539175869416,AmazonS3,TimedStorage-S3,7.026,2025-07-14T08:00Z,2025-07-14T09:00Z
li-1792849,2025-07-01,154099328642,AmazonEC2,InstanceUsage:rds.t3.medium,9.060,2025-07-11T15:00Z,2025-07-11T16:00Z
li-8844347,2025-07-01,573674995874,AmazonRDS,InstanceUsage:rds.t3.medium,0.672,2025-07-01T19:00Z,2025-07-01T20:00Z
li-2483094,2025-07-01,872882571698,AmazonRDS,BoxUsage:m6i.xlarge,9.874,2025-07-16T16:00Z,2025-07-16T17:00Z
li-9625244,2025-07-01,350486645536,AmazonRDS,TimedStorage-S3,6.129,2025-07-12T22:00Z,2025-07-12T23:00Z
li-4989112,2025-07-01,268808125341,AmazonS3,TimedStorage-S3,4.349,2025-07-08T19:00Z,2025-07-08T20:00Z
li-2417507,2025-07-01,486604345279,AmazonS3,TimedStorage-S3,6.753,2025-07-05T13:00Z,2025-07-05T14:00Z
li-6274193,2025-07-01,179322401659,AmazonRDS,BoxUsage:m6i.xlarge,4.319,2025-07-13T20:00Z,2025-07-13T21:00Z
li-2251877,2025-06-01,702806323724,AmazonEC2,TimedStorage-S3,8.808,2025-06-18T22:00Z,2025-06-18T23:00Z
li-7405252,2025-07-01,189663416796,AmazonEC2,TimedStorage-S3,4.732,2025-07-03T07:00Z,2025-07-03T08:00Z
li-7847827,2025-07-01,794416585725,AmazonEC2,InstanceUsage:rds.t3.medium,9.980,2025-07-11T11:00Z,2025-07-11T12:00Z
li-1257662,2025-07-01,748088703058,AmazonRDS,TimedStorage-S3,8.027,2025-07-07T20:00Z,2025-07-07T21:00Z
li-9095586,2025-06-01,403996769192,AmazonEC2,InstanceUsage:rds.t3.medium,4.904,2025-06-29T02:00Z,2025-06-29T03:00Z
li-8086260,2025-06-01,487678692303,AmazonS3,InstanceUsage:rds.t3.medium,7.390,2025-06-30T01:00Z,2025-06-30T02:00Z
li-1235965,2025-07-01,867362040233,AmazonS3,TimedStorage-S3,6.177,2025-07-16T18:00Z,2025-07-16T19:00Z
li-3002446,2025-07-01,329358088467,AmazonRDS,InstanceUsage:rds.t3.medium,7.527,2025-07-12T12:00Z,2025-07-12T13:00Z
li-9910573,2025-06-01,647371029821,AmazonS3,InstanceUsage:rds.t3.medium,8.860,2025-06-18T21:00Z,2025-06-18T22:00Z
li-9113225,2025-07-01,548553640675,AmazonEC2,TimedStorage-S3,1.417,2025-07-01T03:00Z,2025-07-01T04:00Z
li-6837854,2025-07-01,682757928438,AmazonS3,BoxUsage:m6i.xlarge,7.309,2025-07-10T16:00Z,2025-07-10T17:00Z
li-5396682,2025-06-01,711075877972,AmazonRDS,TimedStorage-S3,8.026,2025-06-24T02:00Z,2025-06-24T03:00Z
li-8620969,2025-07-01,578203878362,AmazonRDS,BoxUsage:m6i.xlarge,6.335,2025-07-07T05:00Z,2025-07-07T06:00Z
li-3492837,2025-07-01,610073834728,AmazonS3,TimedStorage-S3,6.585,2025-07-06T13:00Z,2025-07-06T14:00Z
li-7448801,2025-06-01,568699369723,AmazonS3,BoxUsage:m6i.xlarge,0.952,2025-06-18T03:00Z,2025-06-18T04:00Z
li-7512543,2025-06-01,539231460875,AmazonRDS,TimedStorage-S3,3.669,2025-06-25T07:00Z,2025-06-25T08:00Z
li-1303251,2025-07-01,628024936912,AmazonRDS,InstanceUsage:rds.t3.medium,3.922,2025-07-07T13:00Z,2025-07-07T14:00Z
li-8403818,2025-06-01,599072857200,AmazonEC2,TimedStorage-S3,8.154,2025-06-23T21:00Z,2025-06-23T22:00Z
li-3792310,2025-07-01,660033546237,AmazonEC2,BoxUsage:m6i.xlarge,9.702,2025-07-05T13:00Z,2025-07-05T14:00Z
li-9405948,2025-07-01,359384668750,AmazonRDS,BoxUsage:m6i.xlarge,4.855,2025-07-16T09:00Z,2025-07-16T10:00Z
li-5843506,2025-07-01,398222745355,AmazonRDS,InstanceUsage:rds.t3.medium,1.600,2025-07-03T13:00Z,2025-07-03T14:00Z
li-8901830,2025-06-01,976822281965,AmazonS3,TimedStorage-S3,0.371,2025-06-23T04:00Z,2025-06-23T05:00Z
li-2184575,2025-07-01,124003946813,AmazonS3,BoxUsage:m6i.xlarge,1.466,2025-07-15T13:00Z,2025-07-15T14:00Z
li-8655524,2025-06-01,286290491735,AmazonEC2,BoxUsage:m6i.xlarge,9.381,2025-06-23T01:00Z,2025-06-23T02:00Z
li-8508287,2025-07-01,159212998616,AmazonS3,BoxUsage:m6i.xlarge,4.462,2025-07-08T14:00Z,2025-07-08T15:00Z
li-4346201,2025-06-01,224140740188,AmazonRDS,TimedStorage-S3,5.811,2025-06-22T22:00Z,2025-06-22T23:00Z
li-5901633,2025-07-01,213396167099,AmazonS3,TimedStorage-S3,5.313,2025-07-02T03:00Z,2025-07-02T04:00Z
li-6765400,2025-06-01,510352557890,AmazonS3,BoxUsage:m6i.xlarge,9.120,2025-06-25T16:00Z,2025-06-25T17:00Z
li-1850325,2025-07-01,614048272244,AmazonRDS,BoxUsage:m6i.xlarge,8.652,2025-07-06T15:00Z,2025-07-06T16:00Z
li-7900900,2025-06-01,533877252337,AmazonS3,InstanceUsage:rds.t3.medium,2.533,2025-06-28T18:00Z,2025-06-28T19:00Z
li-8044570,2025-06-01,880544968852,AmazonEC2,BoxUsage:m6i.xlarge,5.542,2025-06-23T16:00Z,2025-06-23T17:00Z
li-8515080,2025-07-01,772824468773,AmazonEC2,BoxUsage:m6i.xlarge,5.424,2025-07-12T21:00Z,2025-07-12T22:00Z
li-4649553,2025-07-01,792942642764,AmazonRDS,InstanceUsage:rds.t3.medium,0.413,2025-07-12T04:00Z,2025-07-12T05:00Z
li-9679489,2025-07-01,505287735572,AmazonRDS,TimedStorage-S3,0.437,2025-07-12T16:00Z,2025-07-12T17:00Z
li-2773486,2025-06-01,974184906846,AmazonRDS,BoxUsage:m6i.xlarge,1.012,2025-06-18T03:00Z,2025-06-18T04:00Z
li-7913030,2025-06-01,627636656845,AmazonEC2,TimedStorage-S3,4.458,2025-06-29T17:00Z,2025-06-29T18:00Z
li-2468000,2025-06-01,771247595963,AmazonRDS,TimedStorage-S3,2.616,2025-06-18T11:00Z,2025-06-18T12:00Z
li-2513501,2025-06-01,343930872156,AmazonS3,InstanceUsage:rds.t3.medium,0.547,2025-06-29T13:00Z,2025-06-29T14:00Z
li-8994136,2025-06-01,475680854666,AmazonS3,TimedStorage-S3,0.729,2025-06-26T20:00Z,2025-06-26T21:00Z
li-4648516,2025-07-01,187881501116,AmazonEC2,InstanceUsage:rds.t3.medium,3.685,2025-07-02T14:00Z,2025-07-02T15:00Z
li-5252897,2025-06-01,354474944948,AmazonEC2,BoxUsage:m6i.xlarge,4.345,2025-06-24T21:00Z,2025-06-24T22:00Z
li-6216616,2025-07-01,239311919128,AmazonEC2,InstanceUsage:rds.t3.medium,1.909,2025-07-09T16:00Z,2025-07-09T17:00Z
li-5450883,2025-07-01,866437963477,AmazonEC2,TimedStorage-S3,4.315,2025-07-12T22:00Z,2025-07-12T23:00Z
li-1029256,2025-06-01,127965858463,AmazonS3,InstanceUsage:rds.t3.medium,0.062,2025-06-18T21:00Z,2025-06-18T22:00Z
li-4174348,2025-07-01,651636909240,AmazonS3,BoxUsage:m6i.xlarge,1.060,2025-07-01T01:00Z,2025-07-01T02:00Z
